Data,Ora,Data Valore,Prodotto,ISIN,Descrizione,Borsa,Variazioni,,Saldo,,ID Ordine
21-09-2021,12:33,20-09-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 460,87 EUR",,,,EUR,1522.98,
21-09-2021,12:33,20-09-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,460.87,EUR,1983.85,
20-09-2021,17:18,20-09-2021,APPLE INC. - COMMON ST,US0378331005,Prelievo FX,1.1746,USD,-286.46,USD,0.00,72e6d219-507d-4111-b156-7c99fb08e6c9
20-09-2021,17:18,20-09-2021,APPLE INC. - COMMON ST,US0378331005,Credito FX,,EUR,243.88,EUR,1522.98,72e6d219-507d-4111-b156-7c99fb08e6c9
20-09-2021,17:18,20-09-2021,APPLE INC. - COMMON ST,US0378331005,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,1279.10,72e6d219-507d-4111-b156-7c99fb08e6c9
20-09-2021,17:18,20-09-2021,APPLE INC. - COMMON ST,US0378331005,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,1279.11,72e6d219-507d-4111-b156-7c99fb08e6c9
20-09-2021,17:18,20-09-2021,APPLE INC. - COMMON ST,US0378331005,"Vendita 2 APPLE INC. - COMMON ST@143,23 USD (US0378331005)",,USD,286.46,USD,286.46,72e6d219-507d-4111-b156-7c99fb08e6c9
20-09-2021,17:17,20-09-2021,APPLE INC. - COMMON ST,US0378331005,Credito FX,1.1722,USD,716.10,USD,0.00,9b5699d5-2cf8-41cf-8ff6-8d472151e4ac
20-09-2021,17:17,20-09-2021,APPLE INC. - COMMON ST,US0378331005,Prelievo FX,,EUR,-610.89,EUR,1279.61,9b5699d5-2cf8-41cf-8ff6-8d472151e4ac
20-09-2021,17:17,20-09-2021,APPLE INC. - COMMON ST,US0378331005,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.02,EUR,1890.50,9b5699d5-2cf8-41cf-8ff6-8d472151e4ac
20-09-2021,17:17,20-09-2021,APPLE INC. - COMMON ST,US0378331005,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,1890.52,9b5699d5-2cf8-41cf-8ff6-8d472151e4ac
20-09-2021,17:17,20-09-2021,APPLE INC. - COMMON ST,US0378331005,"Acquisto 5 APPLE INC. - COMMON ST@143,22 USD (US0378331005)",,USD,-716.10,USD,-716.10,9b5699d5-2cf8-41cf-8ff6-8d472151e4ac
20-09-2021,15:30,20-09-2021,NAVIOS MARITIME PARTNERS LP COMMON,MHY622674098,Credito FX,1.1702,USD,108.04,USD,0.00,8d516a4c-f7e1-40f9-8660-29f5b52b7b0f
20-09-2021,15:30,20-09-2021,NAVIOS MARITIME PARTNERS LP COMMON,MHY622674098,Prelievo FX,,EUR,-92.32,EUR,1891.02,8d516a4c-f7e1-40f9-8660-29f5b52b7b0f
20-09-2021,15:30,20-09-2021,NAVIOS MARITIME PARTNERS LP COMMON,MHY622674098,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,1983.34,8d516a4c-f7e1-40f9-8660-29f5b52b7b0f
20-09-2021,15:30,20-09-2021,NAVIOS MARITIME PARTNERS LP COMMON,MHY622674098,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,1983.35,8d516a4c-f7e1-40f9-8660-29f5b52b7b0f
20-09-2021,15:30,20-09-2021,NAVIOS MARITIME PARTNERS LP COMMON,MHY622674098,"Acquisto 4 NAVIOS MARITIME PARTNERS LP COMMON UNITS REPRESENT@27,01 USD (MHY622674098)",,USD,-108.04,USD,-108.04,8d516a4c-f7e1-40f9-8660-29f5b52b7b0f
20-09-2021,10:47,17-09-2021,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,5 EUR",,,,EUR,1983.85,
20-09-2021,10:47,17-09-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.50,EUR,1983.35,
17-09-2021,07:31,16-09-2021,,,Prelievo FX,,EUR,0.50,EUR,1983.85,
17-09-2021,07:31,16-09-2021,,,Prelievo FX,1.1781,USD,-0.60,USD,0.00,
16-09-2021,07:22,15-09-2021,REALTY INCOME CORPORAT,US7561091049,Dividendo,,USD,0.71,USD,0.60,
16-09-2021,07:22,15-09-2021,REALTY INCOME CORPORAT,US7561091049,Ritenuta sul dividendo,,USD,-0.11,USD,-0.11,
15-09-2021,13:02,14-09-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 48,69 EUR",,,,EUR,1983.35,
15-09-2021,13:02,14-09-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,48.69,EUR,2032.04,
14-09-2021,21:17,14-09-2021,ADR ON FINVOLUTION GROUP,US31810T1016,Credito FX,1.1794,USD,56.80,USD,0.00,f2b7ed43-5e28-47de-bac4-5575debdf515
14-09-2021,21:17,14-09-2021,ADR ON FINVOLUTION GROUP,US31810T1016,Prelievo FX,,EUR,-48.16,EUR,1983.35,f2b7ed43-5e28-47de-bac4-5575debdf515
14-09-2021,21:17,14-09-2021,ADR ON FINVOLUTION GROUP,US31810T1016,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.03,EUR,2031.51,f2b7ed43-5e28-47de-bac4-5575debdf515
14-09-2021,21:17,14-09-2021,ADR ON FINVOLUTION GROUP,US31810T1016,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,2031.54,f2b7ed43-5e28-47de-bac4-5575debdf515
14-09-2021,21:17,14-09-2021,ADR ON FINVOLUTION GROUP,US31810T1016,"Acquisto 10 ADR on FinVolution Group@5,68 USD (US31810T1016)",,USD,-56.80,USD,-56.80,f2b7ed43-5e28-47de-bac4-5575debdf515
03-09-2021,12:32,02-09-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 67,75 EUR",,,,EUR,2032.04,
03-09-2021,12:32,02-09-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,67.75,EUR,2099.79,
02-09-2021,18:08,02-09-2021,CHEWY INC. CLASS A COMMON STOCK,US16679L1098,Credito FX,1.1849,USD,79.69,USD,0.00,dad07fbf-d075-4a40-bf36-496668b84cd2
02-09-2021,18:08,02-09-2021,CHEWY INC. CLASS A COMMON STOCK,US16679L1098,Prelievo FX,,EUR,-67.25,EUR,2032.04,dad07fbf-d075-4a40-bf36-496668b84cd2
02-09-2021,18:08,02-09-2021,CHEWY INC. CLASS A COMMON STOCK,US16679L1098,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,2099.29,dad07fbf-d075-4a40-bf36-496668b84cd2
02-09-2021,18:08,02-09-2021,CHEWY INC. CLASS A COMMON STOCK,US16679L1098,"Acquisto 1 CHEWY INC. CLASS A COMMON STOCK@79,69 USD (US16679L1098)",,USD,-79.69,USD,-79.69,dad07fbf-d075-4a40-bf36-496668b84cd2
02-09-2021,11:46,01-09-2021,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,12 EUR",,,,EUR,2099.79,
02-09-2021,11:46,01-09-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.12,EUR,2099.67,
01-09-2021,07:31,31-08-2021,,,Prelievo FX,,EUR,0.12,EUR,2099.79,
01-09-2021,07:31,31-08-2021,,,Prelievo FX,1.1821,USD,-0.15,USD,0.00,
01-09-2021,05:57,31-08-2021,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,0.18,USD,0.15,
01-09-2021,05:57,31-08-2021,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,-0.03,USD,-0.03,
25-08-2021,12:03,24-08-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 0,11 EUR",,,,EUR,2099.67,
25-08-2021,12:03,24-08-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,0.11,EUR,2099.78,
24-08-2021,07:33,23-08-2021,,,Prelievo FX,,EUR,-0.11,EUR,2099.67,
24-08-2021,07:33,23-08-2021,,,Prelievo FX,1.1735,USD,0.14,USD,0.00,
23-08-2021,12:11,20-08-2021,ADR ON AMBOW EDUCATION HOLDING LTD,US02322P2002,ADR/GDR Commissione Pass-Through,,USD,-0.14,USD,-0.14,
23-08-2021,10:46,20-08-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 50,67 EUR",,,,EUR,2099.78,
23-08-2021,10:46,20-08-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,50.67,EUR,2150.45,
20-08-2021,15:44,20-08-2021,PYXIS TANKERS INC - W/I,MHY717261066,Credito FX,1.1669,USD,58.17,USD,0.00,7552b8c3-0b0c-45c1-9516-59a9b952144c
20-08-2021,15:44,20-08-2021,PYXIS TANKERS INC - W/I,MHY717261066,Prelievo FX,,EUR,-49.85,EUR,2099.78,7552b8c3-0b0c-45c1-9516-59a9b952144c
20-08-2021,15:44,20-08-2021,PYXIS TANKERS INC - W/I,MHY717261066,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.32,EUR,2149.63,7552b8c3-0b0c-45c1-9516-59a9b952144c
20-08-2021,15:44,20-08-2021,PYXIS TANKERS INC - W/I,MHY717261066,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,2149.95,7552b8c3-0b0c-45c1-9516-59a9b952144c
20-08-2021,15:44,20-08-2021,PYXIS TANKERS INC - W/I,MHY717261066,"Acquisto 92 PYXIS TANKERS INC - W/I@0,6323 USD (MHY717261066)",,USD,-58.17,USD,-58.17,7552b8c3-0b0c-45c1-9516-59a9b952144c
17-08-2021,11:46,16-08-2021,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,5 EUR",,,,EUR,2150.45,
17-08-2021,11:46,16-08-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.50,EUR,2149.95,
16-08-2021,11:46,13-08-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 56,55 EUR",,,,EUR,2150.45,
16-08-2021,11:46,13-08-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,56.55,EUR,2207.00,
14-08-2021,07:41,13-08-2021,,,Prelievo FX,,EUR,0.50,EUR,2150.45,
14-08-2021,07:41,13-08-2021,,,Prelievo FX,1.1807,USD,-0.60,USD,0.00,
14-08-2021,03:59,13-08-2021,REALTY INCOME CORPORAT,US7561091049,Dividendo,,USD,0.71,USD,0.60,
14-08-2021,03:59,13-08-2021,REALTY INCOME CORPORAT,US7561091049,Ritenuta sul dividendo,,USD,-0.11,USD,-0.11,
13-08-2021,15:30,13-08-2021,ADR ON BRF SA,US10552T1079,Credito FX,1.1758,USD,65.85,USD,0.00,4c371ad5-a4ba-4672-8840-5b6f91c6101b
13-08-2021,15:30,13-08-2021,ADR ON BRF SA,US10552T1079,Prelievo FX,,EUR,-56.00,EUR,2149.95,4c371ad5-a4ba-4672-8840-5b6f91c6101b
13-08-2021,15:30,13-08-2021,ADR ON BRF SA,US10552T1079,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.05,EUR,2205.95,4c371ad5-a4ba-4672-8840-5b6f91c6101b
13-08-2021,15:30,13-08-2021,ADR ON BRF SA,US10552T1079,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,2206.00,4c371ad5-a4ba-4672-8840-5b6f91c6101b
13-08-2021,15:30,13-08-2021,ADR ON BRF SA,US10552T1079,"Acquisto 15 ADR on BRF SA@4,39 USD (US10552T1079)",,USD,-65.85,USD,-65.85,4c371ad5-a4ba-4672-8840-5b6f91c6101b
10-08-2021,10:32,09-08-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 15,48 EUR",,,,EUR,2206.50,
10-08-2021,10:32,09-08-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,15.48,EUR,2221.98,
09-08-2021,15:34,09-08-2021,PYXIS TANKERS INC - W/I,MHY717261066,Credito FX,1.1753,USD,17.50,USD,0.00,cea41101-677d-491a-bae3-e3fb2b073ff4
09-08-2021,15:34,09-08-2021,PYXIS TANKERS INC - W/I,MHY717261066,Prelievo FX,,EUR,-14.89,EUR,2206.50,cea41101-677d-491a-bae3-e3fb2b073ff4
09-08-2021,15:34,09-08-2021,PYXIS TANKERS INC - W/I,MHY717261066,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.09,EUR,2221.39,cea41101-677d-491a-bae3-e3fb2b073ff4
09-08-2021,15:34,09-08-2021,PYXIS TANKERS INC - W/I,MHY717261066,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,2221.48,cea41101-677d-491a-bae3-e3fb2b073ff4
09-08-2021,15:34,09-08-2021,PYXIS TANKERS INC - W/I,MHY717261066,"Acquisto 25 PYXIS TANKERS INC - W/I@0,7 USD (MHY717261066)",,USD,-17.50,USD,-17.50,cea41101-677d-491a-bae3-e3fb2b073ff4
05-08-2021,12:32,04-08-2021,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 1,11 EUR",,,,EUR,2221.98,
05-08-2021,12:32,04-08-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-1.11,EUR,2220.87,
04-08-2021,11:16,03-08-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 7,18 EUR",,,,EUR,2221.98,
04-08-2021,11:16,03-08-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,7.18,EUR,2229.16,
04-08-2021,07:35,03-08-2021,,,Prelievo FX,,EUR,1.11,EUR,2221.98,
04-08-2021,07:35,03-08-2021,,,Prelievo FX,1.1877,USD,-1.33,USD,0.00,
03-08-2021,16:13,31-07-2021,,,DEGIRO Costi di connessione 2021 (TSX Venture Exchange - TSV),,EUR,-2.50,EUR,2220.87,
03-08-2021,15:30,03-08-2021,ADR ON BRF SA,US10552T1079,Credito FX,1.1863,USD,57.12,USD,1.33,bb9fabcb-b633-4e42-9f7b-78ed49854eb5
03-08-2021,15:30,03-08-2021,ADR ON BRF SA,US10552T1079,Prelievo FX,,EUR,-48.15,EUR,2223.37,bb9fabcb-b633-4e42-9f7b-78ed49854eb5
03-08-2021,15:30,03-08-2021,ADR ON BRF SA,US10552T1079,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.04,EUR,2271.52,bb9fabcb-b633-4e42-9f7b-78ed49854eb5
03-08-2021,15:30,03-08-2021,ADR ON BRF SA,US10552T1079,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,2271.56,bb9fabcb-b633-4e42-9f7b-78ed49854eb5
03-08-2021,15:30,03-08-2021,ADR ON BRF SA,US10552T1079,"Acquisto 12 ADR on BRF SA@4,76 USD (US10552T1079)",,USD,-57.12,USD,-55.79,bb9fabcb-b633-4e42-9f7b-78ed49854eb5
03-08-2021,11:33,02-08-2021,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,12 EUR",,,,EUR,2272.06,
03-08-2021,11:33,02-08-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.12,EUR,2271.94,
03-08-2021,07:52,02-08-2021,AT&T INC.,US00206R1023,Dividendo,,USD,1.56,USD,1.33,
03-08-2021,07:52,02-08-2021,AT&T INC.,US00206R1023,Ritenuta sul dividendo,,USD,-0.23,USD,-0.23,
03-08-2021,07:31,02-08-2021,,,Prelievo FX,,EUR,44.01,EUR,2272.06,
03-08-2021,07:31,02-08-2021,,,Prelievo FX,1.1884,USD,-52.31,USD,0.00,
02-08-2021,12:49,02-08-2021,GENERAL ELECTRIC COMPANY COMMON,US3696043013,"FRAZIONAMENTO AZIONARIO: Acquisto 0 GENERAL ELECTRIC COMPANY COMMON STOCK@103,6 USD (US3696043013)",,USD,0.00,USD,52.31,
02-08-2021,12:49,02-08-2021,GENERAL ELECTRIC COMPA,US3696041033,"FRAZIONAMENTO AZIONARIO: Vendita 4 GENERAL ELECTRIC COMPA@12,95 USD (US3696041033)",,USD,51.80,USD,52.31,
02-08-2021,08:28,30-07-2021,RITHM CAPITAL CORP,US64828T2015,Dividendo,,USD,0.60,USD,0.51,
02-08-2021,08:28,30-07-2021,RITHM CAPITAL CORP,US64828T2015,Ritenuta sul dividendo,,USD,-0.09,USD,-0.09,
31-07-2021,07:32,30-07-2021,,,Prelievo FX,,EUR,0.12,EUR,2228.05,
31-07-2021,07:32,30-07-2021,,,Prelievo FX,1.1878,USD,-0.15,USD,0.00,
31-07-2021,06:06,30-07-2021,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,0.18,USD,0.15,
31-07-2021,06:06,30-07-2021,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,-0.03,USD,-0.03,
30-07-2021,13:33,29-07-2021,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,02 EUR",,,,EUR,2227.93,
30-07-2021,13:33,29-07-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.02,EUR,2227.91,
28-07-2021,07:33,27-07-2021,,,Prelievo FX,,EUR,0.02,EUR,2227.93,
28-07-2021,07:33,27-07-2021,,,Prelievo FX,1.1828,USD,-0.03,USD,0.00,
27-07-2021,12:46,26-07-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 14,54 EUR",,,,EUR,2227.91,
27-07-2021,12:46,26-07-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,14.54,EUR,2242.45,
27-07-2021,07:39,26-07-2021,GENERAL ELECTRIC COMPA,US3696041033,Dividendo,,USD,0.04,USD,0.03,
27-07-2021,07:39,26-07-2021,GENERAL ELECTRIC COMPA,US3696041033,Ritenuta sul dividendo,,USD,-0.01,USD,-0.01,
26-07-2021,15:30,26-07-2021,ADR ON AMBOW EDUCATION HOLDING LTD,US02322P2002,Credito FX,1.1776,USD,16.50,USD,0.00,8b0c2940-d6df-4d91-8d19-5b044beb2d8b
26-07-2021,15:30,26-07-2021,ADR ON AMBOW EDUCATION HOLDING LTD,US02322P2002,Prelievo FX,,EUR,-14.01,EUR,2227.91,8b0c2940-d6df-4d91-8d19-5b044beb2d8b
26-07-2021,15:30,26-07-2021,ADR ON AMBOW EDUCATION HOLDING LTD,US02322P2002,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.03,EUR,2241.92,8b0c2940-d6df-4d91-8d19-5b044beb2d8b
26-07-2021,15:30,26-07-2021,ADR ON AMBOW EDUCATION HOLDING LTD,US02322P2002,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,2241.95,8b0c2940-d6df-4d91-8d19-5b044beb2d8b
26-07-2021,15:30,26-07-2021,ADR ON AMBOW EDUCATION HOLDING LTD,US02322P2002,"Acquisto 10 ADR on Ambow Education Holding Ltd@1,65 USD (US02322P2002)",,USD,-16.50,USD,-16.50,8b0c2940-d6df-4d91-8d19-5b044beb2d8b
23-07-2021,12:46,22-07-2021,,,Trasferisci sul tuo conto deposito presso flatexDEGIRO,,,,EUR,2242.45,
,,,,,"Bank: 0,27 EUR",,,,,,
23-07-2021,12:46,22-07-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.27,EUR,2242.18,
22-07-2021,07:14,21-07-2021,ENEL .,IT0003128367,Dividendo,,EUR,0.37,EUR,2242.45,
22-07-2021,07:14,21-07-2021,ENEL .,IT0003128367,Ritenuta sul dividendo,,EUR,-0.10,EUR,2242.08,
20-07-2021,10:46,19-07-2021,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,64 EUR",,,,EUR,2242.18,
20-07-2021,10:46,19-07-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.64,EUR,2241.54,
19-07-2021,10:16,16-07-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 70,1 EUR",,,,EUR,2242.18,
19-07-2021,10:16,16-07-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,70.10,EUR,2312.28,
17-07-2021,07:32,16-07-2021,,,Prelievo FX,,EUR,0.50,EUR,2242.18,
17-07-2021,07:32,16-07-2021,,,Prelievo FX,1.1817,USD,-0.60,USD,0.00,
17-07-2021,07:32,16-07-2021,,,Prelievo FX,,EUR,0.14,EUR,2241.68,
17-07-2021,07:32,16-07-2021,,,Prelievo FX,1.4907,CAD,-0.22,CAD,0.00,
16-07-2021,20:50,16-07-2021,ENCORE ENERGY CORP,CA29259W1068,Credito FX,1.4874,CAD,102.00,CAD,0.22,c2013faa-5693-4a1d-b406-760c1a6b1547
16-07-2021,20:50,16-07-2021,ENCORE ENERGY CORP,CA29259W1068,Prelievo FX,,EUR,-68.58,EUR,2241.54,c2013faa-5693-4a1d-b406-760c1a6b1547
16-07-2021,20:50,16-07-2021,ENCORE ENERGY CORP,CA29259W1068,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.67,EUR,2310.12,c2013faa-5693-4a1d-b406-760c1a6b1547
16-07-2021,20:50,16-07-2021,ENCORE ENERGY CORP,CA29259W1068,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-2.00,EUR,2310.79,c2013faa-5693-4a1d-b406-760c1a6b1547
16-07-2021,20:50,16-07-2021,ENCORE ENERGY CORP,CA29259W1068,"Acquisto 100 ENCORE ENERGY CORP@1,02 CAD (CA29259W1068)",,CAD,-102.00,CAD,-101.78,c2013faa-5693-4a1d-b406-760c1a6b1547
16-07-2021,08:42,15-07-2021,OSISKO GOLD ROYALTIES,CA68827L1013,Dividendo,,CAD,0.30,CAD,0.22,
16-07-2021,08:42,15-07-2021,OSISKO GOLD ROYALTIES,CA68827L1013,Ritenuta sul dividendo,,CAD,-0.08,CAD,-0.08,
16-07-2021,08:25,15-07-2021,REALTY INCOME CORPORAT,US7561091049,Dividendo,,USD,0.71,USD,0.60,
16-07-2021,08:25,15-07-2021,REALTY INCOME CORPORAT,US7561091049,Ritenuta sul dividendo,,USD,-0.11,USD,-0.11,
16-07-2021,07:30,15-07-2021,,,Prelievo FX,,EUR,1.15,EUR,2312.79,
16-07-2021,07:30,15-07-2021,,,Prelievo FX,1.1822,USD,-1.36,USD,0.00,
16-07-2021,04:48,15-07-2021,FRANKLIN RESOURCES IN,US3546131018,Dividendo,,USD,0.28,USD,1.36,
16-07-2021,04:48,15-07-2021,FRANKLIN RESOURCES IN,US3546131018,Ritenuta sul dividendo,,USD,-0.04,USD,1.08,
15-07-2021,10:46,14-07-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 50,31 EUR",,,,EUR,2311.64,
15-07-2021,10:46,14-07-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,50.31,EUR,2361.95,
15-07-2021,08:12,14-07-2021,KIRKLAND LAKE GOLD LTD,CA49741E1007,Dividendo,,USD,1.50,USD,1.12,
15-07-2021,08:12,14-07-2021,KIRKLAND LAKE GOLD LTD,CA49741E1007,Ritenuta sul dividendo,,USD,-0.38,USD,-0.38,
14-07-2021,17:05,14-07-2021,RITHM CAPITAL CORP,US64828T2015,Credito FX,1.1809,USD,58.80,USD,0.00,fd6e60f9-e03f-4487-8660-6e625d424b1a
14-07-2021,17:05,14-07-2021,RITHM CAPITAL CORP,US64828T2015,Prelievo FX,,EUR,-49.79,EUR,2311.64,fd6e60f9-e03f-4487-8660-6e625d424b1a
14-07-2021,17:05,14-07-2021,RITHM CAPITAL CORP,US64828T2015,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.02,EUR,2361.43,fd6e60f9-e03f-4487-8660-6e625d424b1a
14-07-2021,17:05,14-07-2021,RITHM CAPITAL CORP,US64828T2015,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,2361.45,fd6e60f9-e03f-4487-8660-6e625d424b1a
14-07-2021,17:05,14-07-2021,RITHM CAPITAL CORP,US64828T2015,"Acquisto 6 Rithm Capital Corp@9,8 USD (US64828T2015)",,USD,-58.80,USD,-58.80,fd6e60f9-e03f-4487-8660-6e625d424b1a
14-07-2021,10:46,13-07-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 59,58 EUR",,,,EUR,2361.95,
14-07-2021,10:46,13-07-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,59.58,EUR,2421.53,
13-07-2021,21:31,13-07-2021,RITHM CAPITAL CORP,US64828T2015,Credito FX,1.1770,USD,69.51,USD,0.00,787f9fb4-83db-408e-b052-312482922be1
13-07-2021,21:31,13-07-2021,RITHM CAPITAL CORP,US64828T2015,Prelievo FX,,EUR,-59.06,EUR,2361.95,787f9fb4-83db-408e-b052-312482922be1
13-07-2021,21:31,13-07-2021,RITHM CAPITAL CORP,US64828T2015,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.02,EUR,2421.01,787f9fb4-83db-408e-b052-312482922be1
13-07-2021,21:31,13-07-2021,RITHM CAPITAL CORP,US64828T2015,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,2421.03,787f9fb4-83db-408e-b052-312482922be1
13-07-2021,21:31,13-07-2021,RITHM CAPITAL CORP,US64828T2015,"Acquisto 7 Rithm Capital Corp@9,93 USD (US64828T2015)",,USD,-69.51,USD,-69.51,787f9fb4-83db-408e-b052-312482922be1
13-07-2021,11:16,12-07-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 14,45 EUR",,,,EUR,2421.53,
13-07-2021,11:16,12-07-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,14.45,EUR,2435.98,
12-07-2021,17:27,12-07-2021,AMERICAS GOLD AND SILVER CORPORATION,CA03062D1006,Credito FX,1.1851,USD,16.50,USD,0.00,728291e0-4ed6-4a74-8295-e4b90fcbe85c
12-07-2021,17:27,12-07-2021,AMERICAS GOLD AND SILVER CORPORATION,CA03062D1006,Prelievo FX,,EUR,-13.92,EUR,2421.53,728291e0-4ed6-4a74-8295-e4b90fcbe85c
12-07-2021,17:27,12-07-2021,AMERICAS GOLD AND SILVER CORPORATION,CA03062D1006,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.03,EUR,2435.45,728291e0-4ed6-4a74-8295-e4b90fcbe85c
12-07-2021,17:27,12-07-2021,AMERICAS GOLD AND SILVER CORPORATION,CA03062D1006,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,2435.48,728291e0-4ed6-4a74-8295-e4b90fcbe85c
12-07-2021,17:27,12-07-2021,AMERICAS GOLD AND SILVER CORPORATION,CA03062D1006,"Acquisto 10 AMERICAS GOLD AND SILVER CORPORATION COMMON SHARES@1,65 USD (CA03062D1006)",,USD,-16.50,USD,-16.50,728291e0-4ed6-4a74-8295-e4b90fcbe85c
08-07-2021,17:21,09-07-2021,,,Processed Flatex Withdrawal,,EUR,510.00,EUR,2435.98,
08-07-2021,17:21,09-07-2021,,,Prelievo flatex,,EUR,-510.00,EUR,1925.98,
